Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.129546	0.023915	0.047296
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.549500	0.101441	0.200619
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	1.330140	0.245553	0.485625
ENSG00000233750	CICP27	1	+	131025	134836	0.164112	0.030296	0.059916
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	2.249391	0.415253	0.821237
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.645013	0.119074	0.235490
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	11.202004	2.067965	4.089774
ENSG00000279928	FO538757.3	1	+	182393	184158	1.017039	0.187752	0.371314
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.315533	0.058250	0.115199
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.210160	0.038797	0.076728
ENSG00000227232	WASH7P	1	-	14404	29570	37.091682	6.847373	13.541916
ENSG00000278267	MIR6859-3	1	-	17369	17436	44.752972	8.261697	16.338999
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.039014	0.007202	0.014244
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.412115	0.076079	0.150460
ENSG00000228463	AP006222.2	1	-	257864	297502	2.478163	0.457485	0.904760
ENSG00000241670	AP006222.1	1	-	258568	259024	6.344153	1.171173	2.316206
ENSG00000279457	FO538757.2	1	-	184923	200322	40.755150	7.523673	14.879421
ENSG00000273874	MIR6859-2	1	-	187891	187958	15.934312	4.011791	7.934042
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.101837	0.018800	0.037180
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.059843	0.011047	0.021848
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.497686	0.091876	0.181702
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.204043	0.037668	0.074495
ENSG00000233653	CICP7	1	+	487101	489906	0.083702	0.015452	0.030559
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	7.658852	1.413875	2.796194
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	2.028535	0.374481	0.740604
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.716535	0.132277	0.261602
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.035472	0.006548	0.012951
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	9.388781	1.733232	3.427779
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.361441	0.066724	0.131960
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	5.690707	1.050543	2.077637
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	9.447767	1.744121	3.449314
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	1.708953	1.811872	3.583305
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	2.854167	0.526898	1.042037
ENSG00000177757	FAM87B	1	+	817371	819837	2.523626	0.465878	0.921358
ENSG00000230368	FAM41C	1	-	868071	876903	0.200704	0.037051	0.073276
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.000000	0.000000	0.000000
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.192573	0.035550	0.070307
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.386005	0.071259	0.140928
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	4.266860	0.787691	1.557801
ENSG00000228794	LINC01128	1	+	825138	859446	4.257621	0.785985	1.554428
ENSG00000225880	LINC00115	1	-	826206	827522	18.710707	3.454121	6.831148
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.875397	0.161604	0.319601
ENSG00000187642	PERM1	1	-	975204	982093	0.504673	0.093166	0.184253
ENSG00000187961	KLHL17	1	+	960587	965715	10.080412	1.860911	3.680288
ENSG00000277294	AL645608.1	1	+	965110	965166	20.438597	3.773102	7.461989
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	8.663595	1.599358	3.163019
ENSG00000187634	SAMD11	1	+	924880	944581	4.892625	0.903211	1.786263
ENSG00000188976	NOC2L	1	-	944204	959309	40.719139	7.517025	14.866275
ENSG00000188290	HES4	1	-	998962	1000172	44.059929	8.133758	16.085974
ENSG00000187608	ISG15	1	+	1001138	1014541	23.595997	4.355979	8.614734
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	4.759740	0.878680	1.737748
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	0.477707	0.088188	0.174407
ENSG00000217801	RP11-465B22.3	1	+	1059734	1069355	0.608422	0.112319	0.222131
ENSG00000273443	RP11-54O7.18	1	-	1062208	1063288	0.078408	0.014475	0.028626
ENSG00000188157	AGRN	1	+	1020123	1056118	24.642797	4.549225	8.996914
ENSG00000242590	RP11-54O7.14	1	+	1055033	1056116	61.161690	11.290856	22.329706
ENSG00000186891	TNFRSF18	1	-	1203508	1206691	0.642336	0.118580	0.234512
ENSG00000205231	TTLL10-AS1	1	-	1173056	1179555	0.000000	0.000000	0.000000
ENSG00000162571	TTLL10	1	+	1173884	1197935	0.222990	0.041165	0.081412
ENSG00000186827	TNFRSF4	1	-	1211326	1214138	1.429983	0.263984	0.522077
ENSG00000131591	C1orf159	1	-	1081818	1116361	5.429655	1.002351	1.982329
ENSG00000230021	RP5-857K21.4	1	-	601436	724707	0.269258	0.049707	0.098304
ENSG00000223659	RP5-857K21.5	1	-	627377	629010	0.000000	0.000000	0.000000
ENSG00000225972	MTND1P23	1	+	629062	629433	382.340057	70.582535	139.589691
ENSG00000225630	MTND2P28	1	+	629640	630683	1359.344116	253.658310	501.655121
ENSG00000276171	AC114498.1	1	+	630896	630958	383.880951	70.866989	140.152267
ENSG00000237973	RP5-857K21.6	1	+	631074	632616	422.547180	82.708519	163.571030
ENSG00000278791	MIR6723	1	-	632325	632413	0.000000	0.000000	0.000000
ENSG00000229344	RP5-857K21.7	1	+	632757	633438	26.379021	4.869743	9.630796
ENSG00000240409	MTATP8P1	1	+	633535	633741	79.881645	14.746683	29.164230
ENSG00000248527	MTATP6P1	1	+	633696	634376	2017.132935	372.376221	736.441223
ENSG00000198744	RP5-857K21.11	1	+	634376	634922	147.046616	27.145788	53.685692
ENSG00000268663	WBP1LP6	1	+	674842	675265	0.102987	0.019012	0.037600
ENSG00000273547	OR4F16	1	-	685716	686654	0.035942	0.006635	0.013122
ENSG00000229376	CICP3	1	+	722092	724903	0.738616	0.136353	0.269664
ENSG00000260179	RP5-902P8.12	1	-	1249777	1251334	3.364891	0.621181	1.228498
ENSG00000176022	B3GALT6	1	+	1232265	1235041	40.171768	7.415977	14.666433
ENSG00000184163	FAM132A	1	-	1242446	1246722	8.294314	1.531186	3.028197
ENSG00000078808	SDF4	1	-	1216908	1232031	92.878967	17.146078	33.909466
ENSG00000160087	UBE2J2	1	-	1253909	1273885	40.782684	7.528756	14.889474
ENSG00000230415	RP5-902P8.10	1	+	1275223	1280420	13.732944	2.535193	5.013803
ENSG00000162572	SCNN1D	1	+	1280436	1292029	22.773666	4.204171	8.314507
ENSG00000224051	CPTP	1	+	1324756	1328897	28.394627	5.241838	10.366680
ENSG00000131584	ACAP3	1	-	1292376	1309609	41.839664	7.723882	15.275371
ENSG00000278073	MIR6726	1	-	1296110	1296170	0.098361	0.018158	0.035911
ENSG00000169972	PUSL1	1	+	1308567	1311677	12.870811	2.376038	4.699044
ENSG00000127054	CPSF3L	1	-	1311585	1324691	74.010582	13.662848	27.020750
ENSG00000274153	MIR6727	1	-	1312502	1312566	15.215384	2.808861	5.555031
ENSG00000240731	RP5-890O3.9	1	-	1317581	1318689	85.374352	15.760676	31.169582
ENSG00000169962	TAS1R3	1	+	1331314	1335306	2.632683	0.486011	0.961174
ENSG00000107404	DVL1	1	-	1335276	1349350	144.819138	26.734581	52.872459
ENSG00000275884	MIR6808	1	-	1339650	1339708	3.762712	7.975647	15.773283
ENSG00000175756	AURKAIP1	1	-	1373730	1375495	86.299118	15.931394	31.507208
ENSG00000162576	MXRA8	1	-	1352689	1361777	554.962952	102.449875	202.613113
ENSG00000235098	ANKRD65	1	-	1418420	1421769	54.736572	10.104737	19.983942
ENSG00000225905	RP4-758J18.7	1	+	1420245	1422691	9.637200	1.779091	3.518475
ENSG00000205116	TMEM88B	1	+	1426128	1427787	8.619919	1.591295	3.147073
ENSG00000221978	CCNL2	1	-	1385711	1399328	249.738495	46.103394	91.177788
ENSG00000224870	RP4-758J18.2	1	+	1399522	1402046	39.407780	8.185610	16.188520
ENSG00000242485	MRPL20	1	-	1401908	1407313	62.307152	11.502316	22.747908
ENSG00000264293	RN7SL657P	1	-	1405460	1405752	22.996588	7.251084	14.340329
ENSG00000272455	RP4-758J18.13	1	+	1409096	1410618	11.733739	2.166126	4.283906
ENSG00000215915	ATAD3C	1	+	1449689	1470158	25.503029	4.708030	9.310978
ENSG00000225285	RP4-758J18.10	1	-	1430539	1434573	24.245007	4.475790	8.851683
ENSG00000179403	VWA1	1	+	1434861	1442882	376.419556	69.489563	137.428162
ENSG00000160072	ATAD3B	1	+	1471769	1497848	25.188942	4.650047	9.196307
ENSG00000205090	TMEM240	1	-	1535174	1540453	11.558696	2.133812	4.219999
ENSG00000197785	ATAD3A	1	+	1512151	1534687	11.215187	2.070399	4.094587
ENSG00000215014	RP5-832C2.5	1	+	1574975	1577075	1.355736	0.250366	0.495143
ENSG00000228594	C1orf233	1	-	1598012	1600096	3.658513	0.675475	1.335873
ENSG00000160075	SSU72	1	-	1541673	1574869	49.409676	9.121356	18.039129
ENSG00000272106	RP11-345P4.9	1	-	1613758	1615795	35.654564	6.582071	13.017233
ENSG00000197530	MIB2	1	+	1615415	1630610	28.980322	5.349961	10.580514
ENSG00000008130	NADK	1	-	1751232	1780457	68.546371	12.654119	25.025803
ENSG00000189409	MMP23B	1	+	1632095	1701810	0.537583	0.099241	0.196268
ENSG00000248333	CDK11B	1	-	1635227	1722818	54.295879	10.023382	19.823048
ENSG00000272004	RP11-345P4.10	1	+	1659325	1662602	0.217500	0.040152	0.079408
ENSG00000189339	SLC35E2B	1	-	1659529	1692728	46.715595	8.624011	17.055538
ENSG00000269737	RP11-345P4.7	1	+	1671990	1673411	13.216697	2.439890	4.825324
ENSG00000269227	RP11-345P4.6	1	+	1673275	1674397	13.404383	2.474539	4.893847
ENSG00000215914	MMP23A	1	+	1699942	1701782	1.371190	0.253131	0.500612
ENSG00000008128	CDK11A	1	-	1702730	1724324	43.860176	8.096882	16.013044
ENSG00000268575	RP1-283E3.8	1	-	1702736	1737688	37.539520	6.930047	13.705418
ENSG00000227775	RP1-283E3.4	1	+	1724512	1737251	7.982900	1.473697	2.914501
ENSG00000215790	SLC35E2	1	-	1724838	1745992	10.485441	1.935683	3.828161
ENSG00000231050	RP1-140A9.1	1	+	1891471	1892658	2.897351	0.534870	1.057803
ENSG00000169885	CALML6	1	+	1914827	1917296	1.610944	0.297391	0.588144
ENSG00000178821	TMEM52	1	-	1917590	1919273	1.711639	0.315980	0.624907
ENSG00000233542	RP11-547D24.1	1	-	2013213	2015530	0.023030	0.004251	0.008408
ENSG00000187730	GABRD	1	+	2019324	2030751	0.234958	0.043375	0.085782
ENSG00000142609	CFAP74	1	-	1921951	2003837	0.027390	0.005056	0.010000
ENSG00000067606	PRKCZ	1	+	2050470	2185395	0.041942	0.007743	0.015313
ENSG00000271806	RP5-892K4.1	1	-	2141084	2145279	0.143708	0.026529	0.052467
ENSG00000182873	RP11-181G12.2	1	-	2181794	2184389	8.005190	1.477812	2.922639
ENSG00000162585	C1orf86	1	-	2184461	2212720	16.200485	2.990718	5.914684
ENSG00000234396	RP11-181G12.4	1	+	2212523	2220738	0.659509	0.121750	0.240782
ENSG00000078369	GNB1	1	-	1785285	1891117	199.901352	41.505859	82.085327
ENSG00000116151	MORN1	1	-	2321253	2391707	2.706446	0.707566	1.399339
ENSG00000272161	RP4-713A8.1	1	-	2326201	2326693	1.162272	0.214563	0.424337
ENSG00000269896	RP4-740C4.5	1	-	2350414	2352820	3.255505	0.858578	1.697993
ENSG00000272420	RP4-740C4.7	1	-	2363061	2363628	3.642606	0.672449	1.329890
ENSG00000157933	SKI	1	+	2228695	2310119	10.562551	1.949917	3.856314
ENSG00000149527	PLCH2	1	+	2425980	2505530	0.335016	0.061846	0.122312
ENSG00000224387	RP3-395M20.2	1	-	2492300	2493258	0.000000	0.000000	0.000000
ENSG00000229393	RP3-395M20.3	1	-	2493437	2494479	0.227626	0.042021	0.083105
ENSG00000197921	HES5	1	-	2528745	2530245	0.650077	0.120009	0.237339
ENSG00000272449	RP3-395M20.12	1	+	2546465	2547460	1.902610	0.351420	0.694996
ENSG00000157881	PANK4	1	-	2508533	2526600	17.878431	3.300478	6.527291
ENSG00000157916	RER1	1	+	2391775	2405444	87.975479	16.240862	32.119236
ENSG00000157911	PEX10	1	-	2403964	2413797	63.167988	11.661233	23.062193
ENSG00000225931	RP3-395M20.7	1	+	2566410	2569888	0.538936	0.099491	0.196762
ENSG00000228037	RP3-395M20.9	1	+	2581560	2584533	4.178914	0.771455	1.525692
ENSG00000169717	ACTRT2	1	+	3021483	3022903	0.106263	0.019747	0.039053
ENSG00000238164	RP3-395M20.8	1	-	2549920	2557031	3.564038	0.657945	1.301206
ENSG00000157873	TNFRSF14	1	+	2555639	2565382	70.500076	13.014785	25.739088
ENSG00000157870	FAM213B	1	+	2586491	2591469	35.424366	6.539575	12.933188
ENSG00000142606	MMEL1	1	-	2590639	2632990	0.666769	0.123090	0.243433
ENSG00000237058	RP13-436F16.1	1	+	2632568	2636620	0.201072	0.037119	0.073410
ENSG00000215912	TTC34	1	-	2635976	2801721	3.522881	0.972387	1.923071
ENSG00000130762	ARHGEF16	1	+	3454426	3481113	12.718349	2.347892	4.643381
