Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.139896	0.032508	0.066466
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.405320	0.094187	0.192572
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.761662	0.176992	0.361874
ENSG00000233750	CICP27	1	+	131025	134836	0.163693	0.038038	0.077772
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	5.270126	1.224649	2.503896
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.571390	0.132777	0.271474
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	20.551092	4.775575	9.764055
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.390766	0.090805	0.185657
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	1.270398	0.295210	0.603580
ENSG00000223972	DDX11L1	1	+	11869	14409	0.545597	0.126783	0.259219
ENSG00000227232	WASH7P	1	-	14404	29570	31.921347	7.417746	15.166190
ENSG00000278267	MIR6859-3	1	-	17369	17436	34.892998	8.108285	16.578054
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.125857	0.029246	0.059796
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.137681	0.031994	0.065414
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.416002	0.096669	0.197647
ENSG00000228463	AP006222.2	1	-	257864	297502	1.734730	0.403109	0.824190
ENSG00000241670	AP006222.1	1	-	258568	259024	2.369621	0.550642	1.125834
ENSG00000279457	FO538757.2	1	-	184923	200322	36.423054	8.463833	17.305002
ENSG00000273874	MIR6859-2	1	-	187891	187958	12.231371	2.964709	6.061591
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.248219	0.057680	0.117932
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.119685	0.027812	0.056864
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.000000	0.000000	0.000000
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.022485	0.005225	0.010683
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.000000	0.000000	0.000000
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	1.092158	0.253791	0.518897
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.579683	0.134704	0.275414
ENSG00000233653	CICP7	1	+	487101	489906	0.106506	0.024749	0.050602
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	11.980939	2.784079	5.692279
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.254551	0.059151	0.120940
