Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.000000	0.000000	0.000000
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.354199	0.084088	0.177040
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.876019	0.207969	0.437863
ENSG00000233750	CICP27	1	+	131025	134836	0.333440	0.079159	0.166664
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	4.735029	1.124107	2.366720
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.444376	0.105496	0.222113
ENSG00000279928	FO538757.3	1	+	182393	184158	0.160632	0.038134	0.080289
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	17.016352	4.039722	8.505321
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.435071	0.103287	0.217462
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.102641	0.024367	0.051303
ENSG00000227232	WASH7P	1	-	14404	29570	33.615700	7.980446	16.802210
ENSG00000278267	MIR6859-3	1	-	17369	17436	50.931847	12.091340	25.457378
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.074192	0.017613	0.037084
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.399258	0.094785	0.199562
ENSG00000228463	AP006222.2	1	-	257864	297502	0.739681	0.175602	0.369716
ENSG00000241670	AP006222.1	1	-	258568	259024	1.464028	0.347564	0.731769
ENSG00000279457	FO538757.2	1	-	184923	200322	38.860882	9.225665	19.423920
ENSG00000273874	MIR6859-2	1	-	187891	187958	18.816904	5.393526	11.355650
ENSG00000278757	U6	1	-	516376	516479	0.176923	0.042002	0.088432
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.468824	0.111300	0.234333
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.359055	0.085241	0.179467
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.000000	0.000000	0.000000
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.080375	0.019081	0.040174
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.059055	0.014020	0.029518
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	1.039963	0.246890	0.519807
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.411111	0.097599	0.205487
ENSG00000233653	CICP7	1	+	487101	489906	0.087723	0.020826	0.043847
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	9.123871	2.166028	4.560405
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	7.380966	1.752259	3.689245
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.332821	0.079012	0.166355
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	3.980592	0.945002	1.989628
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	7.130515	1.692801	3.564061
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	1.312695	1.779682	3.746982
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	1.004014	0.238355	0.501839
ENSG00000177757	FAM87B	1	+	817371	819837	1.855932	0.440603	0.927655
ENSG00000230368	FAM41C	1	-	868071	876903	0.373571	0.088687	0.186723
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.521368	0.123774	0.260597
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.644758	0.153067	0.322271
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.331828	0.078777	0.165858
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	10.066715	2.389862	5.031669
ENSG00000228794	LINC01128	1	+	825138	859446	3.262200	0.774454	1.630553
ENSG00000225880	LINC00115	1	-	826206	827522	21.263477	5.047999	10.628171
ENSG00000187961	KLHL17	1	+	960587	965715	12.636819	3.000010	6.316289
ENSG00000277294	AL645608.1	1	+	965110	965166	34.929825	8.292422	17.459051
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.903636	0.214525	0.451666
ENSG00000187642	PERM1	1	-	975204	982093	0.790888	0.187759	0.395311
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	9.315625	2.211551	4.656250
ENSG00000187634	SAMD11	1	+	924880	944581	17.820377	4.230599	8.907199
ENSG00000188976	NOC2L	1	-	944204	959309	38.333466	9.100454	19.160299
ENSG00000188290	HES4	1	-	998962	1000172	78.515205	18.639694	39.244431
ENSG00000187608	ISG15	1	+	1001138	1014541	23.575983	5.596993	11.784037
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	1.155844	0.274400	0.577728
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	1.906582	0.452627	0.952971
