Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.220380	0.065840	0.123150
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.249538	0.074551	0.139443
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.598244	0.178729	0.334302
ENSG00000233750	CICP27	1	+	131025	134836	0.076447	0.022839	0.042719
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	2.104621	0.628770	1.176075
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	3.304268	1.225585	2.292380
ENSG00000279928	FO538757.3	1	+	182393	184158	0.022377	0.006685	0.012504
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.191865	0.057321	0.107215
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.091346	0.027290	0.051045
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.162898	0.048667	0.091028
ENSG00000223972	DDX11L1	1	+	11869	14409	0.037894	0.011321	0.021175
ENSG00000227232	WASH7P	1	-	14404	29570	19.434059	5.806056	10.859869
ENSG00000278267	MIR6859-3	1	-	17369	17436	32.113739	11.508584	21.526096
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.000000	0.000000	0.000000
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.547682	0.163624	0.306048
ENSG00000228463	AP006222.2	1	-	257864	297502	1.199600	0.358389	0.670344
ENSG00000241670	AP006222.1	1	-	258568	259024	4.045398	1.208590	2.260593
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.256532	0.076641	0.143352
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.000000	0.000000	0.000000
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.009613	0.002872	0.005372
ENSG00000279457	FO538757.2	1	-	184923	200322	23.602428	7.051384	13.189178
ENSG00000273874	MIR6859-2	1	-	187891	187958	8.570342	3.341283	6.249663
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.102564	0.030642	0.057313
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.000000	0.000000	0.000000
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.227123	0.067855	0.126918
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.138889	0.041494	0.077612
ENSG00000233653	CICP7	1	+	487101	489906	0.050626	0.015125	0.028290
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	1.764234	0.527077	0.985865
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	3.278308	0.979416	1.831938
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.119788	0.035787	0.066938
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	0.272693	0.081469	0.152382
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
