Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.382049	0.097933	0.227093
ENSG00000186092	OR4F5	1	+	69091	70008	0.219862	0.056498	0.131012
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.399306	0.102357	0.237351
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.886943	0.227356	0.527207
ENSG00000233750	CICP27	1	+	131025	134836	0.196642	0.050406	0.116886
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	13.130982	4.439659	10.294964
ENSG00000279928	FO538757.3	1	+	182393	184158	0.963929	0.247090	0.572968
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	25.317154	6.489705	15.048740
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.819523	0.210073	0.487132
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.435435	0.111618	0.258826
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.086538	0.022183	0.051439
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.298816	0.076597	0.177619
ENSG00000227232	WASH7P	1	-	14404	29570	29.944292	7.675807	17.799152
ENSG00000278267	MIR6859-3	1	-	17369	17436	70.248940	18.007349	41.756588
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.110186	0.028245	0.065496
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000275135	FO538757.1	1	+	200880	201017	0.072464	0.018575	0.043073
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.691960	0.177374	0.411307
ENSG00000228463	AP006222.2	1	-	257864	297502	0.624064	0.159970	0.370949
ENSG00000241670	AP006222.1	1	-	258568	259024	3.277212	0.840068	1.948004
ENSG00000279457	FO538757.2	1	-	184923	200322	52.959396	13.575413	31.479534
ENSG00000273874	MIR6859-2	1	-	187891	187958	22.230886	6.166209	14.298597
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.088067	0.022575	0.052348
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.059843	0.015340	0.035571
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.682916	0.175056	0.405931
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.485186	0.124371	0.288399
ENSG00000233653	CICP7	1	+	487101	489906	0.136434	0.034973	0.081098
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	11.433168	2.930736	6.795976
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.060174	0.015425	0.035768
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.119685	0.030680	0.071142
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.070423	0.018052	0.041860
