Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.232650	0.067643	0.134212
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.374510	0.108889	0.216048
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.215023	0.062518	0.124043
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.426240	0.123929	0.245890
ENSG00000233750	CICP27	1	+	131025	134836	0.146480	0.042589	0.084502
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	7.346059	2.931612	5.816654
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	12.500267	3.634456	7.211176
ENSG00000223972	DDX11L1	1	+	11869	14409	0.168295	0.048932	0.097086
ENSG00000227232	WASH7P	1	-	14404	29570	40.186829	11.684330	23.183048
ENSG00000278267	MIR6859-3	1	-	17369	17436	69.940224	20.335138	40.347237
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.113451	0.032986	0.065448
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.232530	0.067608	0.134142
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.745149	0.216652	0.429863
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.169759	0.049357	0.097931
ENSG00000228463	AP006222.2	1	-	257864	297502	2.184657	0.635190	1.260289
ENSG00000241670	AP006222.1	1	-	258568	259024	3.549815	1.032110	2.047823
ENSG00000279457	FO538757.2	1	-	184923	200322	45.450207	13.214659	26.219395
ENSG00000273874	MIR6859-2	1	-	187891	187958	14.065931	6.384404	12.667387
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.055678	0.016188	0.032120
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.033971	0.009877	0.019597
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.151129	0.043941	0.087184
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.113166	0.032903	0.065283
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.118110	0.034341	0.068135
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.655969	0.190723	0.378417
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.144180	0.041920	0.083175
ENSG00000233653	CICP7	1	+	487101	489906	0.051841	0.015073	0.029906
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	6.283674	1.826980	3.624937
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.146078	0.042472	0.084270
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	8.454876	2.458257	4.877464
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	0.588607	0.171138	0.339557
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.061062	0.017754	0.035226
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	2.319492	0.674393	1.338073
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	0.891852	1.342549	2.663770
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	0.920490	0.267633	0.531014
ENSG00000177757	FAM87B	1	+	817371	819837	1.478685	0.429928	0.853026
ENSG00000230368	FAM41C	1	-	868071	876903	0.199697	0.058062	0.115202
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
