Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.164287	0.047092	0.073116
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.116099	0.033279	0.051670
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.274269	0.078618	0.122063
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.549533	0.157522	0.244569
ENSG00000233750	CICP27	1	+	131025	134836	0.080130	0.022969	0.035662
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	8.824913	3.515947	5.458873
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	10.680555	3.061544	4.753366
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.124923	0.035809	0.055597
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	1.431892	0.410447	0.637261
ENSG00000223972	DDX11L1	1	+	11869	14409	0.186238	0.053384	0.082885
ENSG00000227232	WASH7P	1	-	14404	29570	18.534037	5.312717	8.248546
ENSG00000278267	MIR6859-3	1	-	17369	17436	24.681112	7.715126	11.978537
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.000000	0.000000	0.000000
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.490167	0.140505	0.218148
ENSG00000228463	AP006222.2	1	-	257864	297502	1.802285	0.516619	0.802104
ENSG00000241670	AP006222.1	1	-	258568	259024	7.248191	2.077669	3.225797
ENSG00000279457	FO538757.2	1	-	184923	200322	25.414883	7.285088	11.310857
ENSG00000273874	MIR6859-2	1	-	187891	187958	9.928436	5.509815	8.554562
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.277910	0.079662	0.123683
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.118898	0.034082	0.052915
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.000000	0.000000	0.000000
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.014053	0.004028	0.006254
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.099213	0.028439	0.044155
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.432788	0.124057	0.192612
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.304444	0.087268	0.135492
ENSG00000233653	CICP7	1	+	487101	489906	0.024527	0.007031	0.010916
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	3.668583	1.051587	1.632698
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	3.909139	1.120541	1.739757
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.093364	0.026762	0.041552
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	0.327157	0.093778	0.145601
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	1.578689	0.452526	0.702593
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	0.772075	1.564217	2.428610
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	0.898318	0.257500	0.399795
ENSG00000177757	FAM87B	1	+	817371	819837	1.025424	0.293934	0.456363
