Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.060911	0.018944	0.038126
ENSG00000240361	OR4G11P	1	+	62948	63887	0.026596	0.008382	0.016869
ENSG00000268020	OR4G4P	1	+	52473	53312	0.090476	0.028262	0.056881
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.265489	0.082570	0.166179
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.525928	0.163569	0.329197
ENSG00000233750	CICP27	1	+	131025	134836	0.127665	0.039705	0.079910
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	5.332995	1.658613	3.338115
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.521672	0.162245	0.326533
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	13.730781	4.270404	8.594594
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.166957	0.051925	0.104504
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.762488	0.237141	0.477269
ENSG00000223972	DDX11L1	1	+	11869	14409	0.074347	0.023123	0.046536
ENSG00000227232	WASH7P	1	-	14404	29570	25.299774	7.868473	15.836046
ENSG00000278267	MIR6859-3	1	-	17369	17436	30.230301	9.401914	18.922241
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.100147	0.031147	0.062686
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.103261	0.032115	0.064635
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.794664	0.247148	0.497409
ENSG00000228463	AP006222.2	1	-	257864	297502	1.442738	0.448705	0.903062
ENSG00000241670	AP006222.1	1	-	258568	259024	1.693065	0.526559	1.059751
ENSG00000279457	FO538757.2	1	-	184923	200322	28.682861	8.920645	17.953644
ENSG00000273874	MIR6859-2	1	-	187891	187958	16.770830	5.215889	10.497471
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.351426	0.109297	0.219970
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.000000	0.000000	0.000000
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.010507	0.003268	0.006577
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.015004	0.004666	0.009392
