Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.226346	0.075060	0.131933
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.209307	0.069409	0.122001
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.612396	0.203080	0.356955
ENSG00000233750	CICP27	1	+	131025	134836	0.071417	0.023683	0.041628
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	2.179397	0.722721	1.270333
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	6.284260	2.083957	3.662988
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.098964	0.032818	0.057684
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.059564	0.019752	0.034719
ENSG00000223972	DDX11L1	1	+	11869	14409	0.072999	0.024208	0.042550
ENSG00000227232	WASH7P	1	-	14404	29570	29.106443	9.652141	16.965647
ENSG00000278267	MIR6859-3	1	-	17369	17436	39.337967	13.045069	22.929424
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.097682	0.032393	0.056937
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.011594	0.003845	0.006758
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.367847	0.121984	0.214412
ENSG00000228463	AP006222.2	1	-	257864	297502	1.907253	0.632474	1.111705
ENSG00000241670	AP006222.1	1	-	258568	259024	3.655701	1.212286	2.130845
ENSG00000279457	FO538757.2	1	-	184923	200322	40.126438	13.306540	23.389013
ENSG00000273874	MIR6859-2	1	-	187891	187958	23.678673	7.852209	13.801891
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.388361	0.128786	0.226369
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.118898	0.039428	0.069304
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.118153	0.039181	0.068869
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.000000	0.000000	0.000000
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.059055	0.019584	0.034422
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.222017	0.073624	0.129410
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.058642	0.019447	0.034181
ENSG00000233653	CICP7	1	+	487101	489906	0.034625	0.011482	0.020182
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	8.803616	2.919413	5.131476
ENSG00000223181	RNU6-1199P	1	-	758233	758336	0.711538	0.239146	0.420348
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.172586	0.057232	0.100597
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	10.829804	3.591328	6.312507
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	0.224670	0.074504	0.130956
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.083333	0.027634	0.048573
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	1.398556	0.463783	0.815194
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	0.986312	1.489129	2.617454
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	0.517202	0.171512	0.301468
ENSG00000177757	FAM87B	1	+	817371	819837	1.137134	0.377091	0.662816
ENSG00000230368	FAM41C	1	-	868071	876903	0.020657	0.006850	0.012041
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.754986	0.250365	0.440068
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	1.007230	0.334013	0.587097
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	1.595937	0.529237	0.930244
ENSG00000228794	LINC01128	1	+	825138	859446	2.505902	0.830995	1.460647
ENSG00000225880	LINC00115	1	-	826206	827522	17.977980	5.961772	10.479055
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	15.545038	5.154972	9.060936
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.355807	0.117991	0.207394
ENSG00000187642	PERM1	1	-	975204	982093	0.806075	0.267307	0.469847
ENSG00000187961	KLHL17	1	+	960587	965715	16.891605	5.601514	9.845827
ENSG00000277294	AL645608.1	1	+	965110	965166	36.543861	12.118502	21.300789
ENSG00000187634	SAMD11	1	+	924880	944581	12.385221	4.107128	7.219132
ENSG00000188976	NOC2L	1	-	944204	959309	29.805090	9.883822	17.372875
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	23.196531	7.692326	13.520864
ENSG00000188290	HES4	1	-	998962	1000172	58.442757	19.380510	34.065277
ENSG00000187608	ISG15	1	+	1001138	1014541	33.635284	11.153974	19.605429
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	1.110390	0.368222	0.647227
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	2.123142	0.704066	1.237543
ENSG00000217801	RP11-465B22.3	1	+	1059734	1069355	2.249032	0.745813	1.310922
ENSG00000273443	RP11-54O7.18	1	-	1062208	1063288	1.571773	0.521224	0.916160
ENSG00000223823	LINC01342	1	+	1137017	1144056	0.000000	0.000000	0.000000
ENSG00000186891	TNFRSF18	1	-	1203508	1206691	1.761314	0.584079	1.026640
ENSG00000188157	AGRN	1	+	1020123	1056118	43.916508	14.563384	25.598179
ENSG00000242590	RP11-54O7.14	1	+	1055033	1056116	140.226364	46.501202	81.735542
ENSG00000186827	TNFRSF4	1	-	1211326	1214138	3.176060	1.053230	1.851271
ENSG00000205231	TTLL10-AS1	1	-	1173056	1179555	0.238958	0.079242	0.139285
ENSG00000162571	TTLL10	1	+	1173884	1197935	0.218056	0.072311	0.127101
ENSG00000131591	C1orf159	1	-	1081818	1116361	3.991677	1.323701	2.326680
ENSG00000230021	RP5-857K21.4	1	-	601436	724707	0.170133	0.056419	0.099168
ENSG00000223659	RP5-857K21.5	1	-	627377	629010	0.000000	0.000000	0.000000
ENSG00000225972	MTND1P23	1	+	629062	629433	253.071243	83.922287	147.510880
ENSG00000225630	MTND2P28	1	+	629640	630683	964.903748	323.347473	568.350464
ENSG00000276171	AC114498.1	1	+	630896	630958	39.492062	13.096172	23.019245
ENSG00000237973	RP5-857K21.6	1	+	631074	632616	110.768684	39.069160	68.672180
ENSG00000278791	MIR6723	1	-	632325	632413	0.000000	0.000000	0.000000
ENSG00000229344	RP5-857K21.7	1	+	632757	633438	17.557184	5.822230	10.233781
ENSG00000240409	MTATP8P1	1	+	633535	633741	66.842979	22.166153	38.961624
ENSG00000248527	MTATP6P1	1	+	633696	634376	1649.276245	546.925171	961.334839
ENSG00000198744	RP5-857K21.11	1	+	634376	634922	105.115173	34.857796	61.269829
ENSG00000268663	WBP1LP6	1	+	674842	675265	0.000000	0.000000	0.000000
ENSG00000273547	OR4F16	1	-	685716	686654	0.000000	0.000000	0.000000
ENSG00000229376	CICP3	1	+	722092	724903	0.145224	0.048158	0.084649
ENSG00000184163	FAM132A	1	-	1242446	1246722	2.231884	0.740127	1.300927
ENSG00000260179	RP5-902P8.12	1	-	1249777	1251334	0.638639	0.211782	0.372252
ENSG00000176022	B3GALT6	1	+	1232265	1235041	21.134317	7.008462	12.318830
ENSG00000078808	SDF4	1	-	1216908	1232031	62.237984	20.639065	36.277451
ENSG00000160087	UBE2J2	1	-	1253909	1273885	23.551994	7.810201	13.728053
ENSG00000230415	RP5-902P8.10	1	+	1275223	1280420	11.220273	3.720814	6.540104
ENSG00000162572	SCNN1D	1	+	1280436	1292029	20.810818	6.901185	12.130268
ENSG00000224051	CPTP	1	+	1324756	1328897	24.459167	8.111033	14.256829
ENSG00000131584	ACAP3	1	-	1292376	1309609	33.877480	11.234289	19.746601
ENSG00000278073	MIR6726	1	-	1296110	1296170	1.000000	9.126328	16.041422
ENSG00000169972	PUSL1	1	+	1308567	1311677	6.506261	2.157575	3.792388
ENSG00000127054	CPSF3L	1	-	1311585	1324691	50.983253	16.906824	29.717262
ENSG00000274153	MIR6727	1	-	1312502	1312566	7.938461	34.334839	60.350624
