Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.263947	0.076168	0.150697
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.099037	0.028580	0.056544
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.318674	0.091961	0.181943
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.595463	0.171835	0.339971
ENSG00000233750	CICP27	1	+	131025	134836	0.188978	0.054534	0.107894
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	5.703766	1.645959	3.256487
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	10.877698	3.139022	6.210474
ENSG00000279928	FO538757.3	1	+	182393	184158	0.782962	0.225943	0.447021
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.155060	0.044746	0.088529
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.158207	0.045654	0.090326
ENSG00000227232	WASH7P	1	-	14404	29570	36.147518	10.431238	20.637934
ENSG00000278267	MIR6859-3	1	-	17369	17436	43.621437	16.474781	32.594925
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.210969	0.060880	0.120450
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000275135	FO538757.1	1	+	200880	201017	0.376812	0.108738	0.215136
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	1.142980	0.329835	0.652569
ENSG00000228463	AP006222.2	1	-	257864	297502	1.597687	0.461051	0.912178
ENSG00000241670	AP006222.1	1	-	258568	259024	4.358274	1.257685	2.488297
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.225653	0.065118	0.128834
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.000000	0.000000	0.000000
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.000000	0.000000	0.000000
ENSG00000279457	FO538757.2	1	-	184923	200322	33.224506	9.587732	18.969080
ENSG00000273874	MIR6859-2	1	-	187891	187958	18.603428	5.368467	10.621374
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.112426	0.032443	0.064188
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.000000	0.000000	0.000000
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.469395	0.135455	0.267995
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.046296	0.013360	0.026432
ENSG00000233653	CICP7	1	+	487101	489906	0.122634	0.035389	0.070016
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	4.741612	1.368306	2.707159
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	6.667701	1.924126	3.806833
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.103717	0.029930	0.059216
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	1.674482	0.483212	0.956023
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.007832	0.002260	0.004472
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	4.391339	1.267227	2.507175
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	1.785558	2.244197	4.440086
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	1.397745	0.403353	0.798023
ENSG00000177757	FAM87B	1	+	817371	819837	1.322548	0.381653	0.755091
ENSG00000230368	FAM41C	1	-	868071	876903	0.232674	0.067144	0.132842
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.681475	0.196656	0.389079
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.672365	0.194027	0.383878
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	1.604995	0.463160	0.916350
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	1.582393	0.456638	0.903446
ENSG00000228794	LINC01128	1	+	825138	859446	2.978940	0.859645	1.700785
