Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.124077	0.046669	0.070598
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	1.793397	0.674545	1.020413
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.183179	0.068899	0.104226
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.367892	0.138374	0.209324
ENSG00000233750	CICP27	1	+	131025	134836	0.074888	0.028167	0.042610
ENSG00000223972	DDX11L1	1	+	11869	14409	0.096374	0.036249	0.054835
ENSG00000227232	WASH7P	1	-	14404	29570	15.426373	5.802278	8.777350
ENSG00000278267	MIR6859-3	1	-	17369	17436	17.438723	6.559177	9.922343
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.074192	0.027906	0.042214
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.130289	0.049005	0.074132
ENSG00000279928	FO538757.3	1	+	182393	184158	0.047261	0.017776	0.026891
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	4.510317	1.696453	2.566296
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.110070	0.041400	0.062628
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.183807	0.069135	0.104583
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.055659	0.021074	0.031880
ENSG00000228463	AP006222.2	1	-	257864	297502	1.896990	0.713509	1.079356
ENSG00000241670	AP006222.1	1	-	258568	259024	4.493337	1.690066	2.556634
ENSG00000279457	FO538757.2	1	-	184923	200322	15.833327	5.955344	9.008901
ENSG00000273874	MIR6859-2	1	-	187891	187958	6.787007	2.552778	3.861694
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.030087	0.011317	0.017119
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.448425	0.168665	0.255146
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.445618	0.167609	0.253549
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.028107	0.010572	0.015992
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.059055	0.022212	0.033601
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.251538	0.094610	0.143121
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.140741	0.052937	0.080079
ENSG00000233653	CICP7	1	+	487101	489906	0.043556	0.016383	0.024783
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	5.369498	2.019614	3.055155
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	5.125888	1.927986	2.916545
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.016996	0.006393	0.009670
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	1.077602	0.405315	0.613138
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	1.868262	0.702704	1.063010
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	0.640557	1.441306	2.180325
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	0.447248	0.168222	0.254477
ENSG00000177757	FAM87B	1	+	817371	819837	0.875193	0.329184	0.497970
ENSG00000230368	FAM41C	1	-	868071	876903	0.097131	0.036534	0.055266
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.213675	0.080369	0.121578
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.198817	0.074780	0.113124
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.169300	0.063678	0.096329
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	4.834778	1.818491	2.750909
