Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.046760	0.011350	0.021539
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.338058	0.082057	0.155721
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.839688	0.203818	0.386789
ENSG00000233750	CICP27	1	+	131025	134836	0.162282	0.039391	0.074753
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	4.364762	1.059461	2.010558
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.746130	0.181109	0.343693
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	13.183080	3.199937	6.072575
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.260842	0.063314	0.120153
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.225627	0.054767	0.103931
ENSG00000223972	DDX11L1	1	+	11869	14409	0.125792	0.030534	0.057944
ENSG00000227232	WASH7P	1	-	14404	29570	27.059290	6.568118	12.464428
ENSG00000278267	MIR6859-3	1	-	17369	17436	32.128429	7.933027	15.054639
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.244155	0.059264	0.112466
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.157609	0.038257	0.072600
ENSG00000275135	FO538757.1	1	+	200880	201017	0.054348	0.013192	0.025035
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.190353	0.046204	0.087683
ENSG00000228463	AP006222.2	1	-	257864	297502	2.964648	0.719611	1.365618
ENSG00000241670	AP006222.1	1	-	258568	259024	5.893060	1.430429	2.714548
ENSG00000279457	FO538757.2	1	-	184923	200322	37.989113	9.221120	17.499075
ENSG00000273874	MIR6859-2	1	-	187891	187958	11.811030	3.767693	7.150015
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.895487	0.217362	0.412492
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.509449	0.123659	0.234670
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.014085	0.003419	0.006488
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.115680	0.028079	0.053286
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.398425	0.096710	0.183528
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.863558	0.209612	0.397784
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.413458	0.100359	0.190453
ENSG00000233653	CICP7	1	+	487101	489906	0.070461	0.017103	0.032457
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	9.723429	2.360174	4.478942
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	13.724210	3.331286	6.321837
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.440289	0.106872	0.202812
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	3.809135	0.924594	1.754617
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	8.200406	1.990489	3.777385
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	1.584798	1.976663	3.751146
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	2.929089	0.710980	1.349238
ENSG00000177757	FAM87B	1	+	817371	819837	2.541346	0.616862	1.170630
ENSG00000230368	FAM41C	1	-	868071	876903	0.101962	0.024749	0.046967
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.141777	0.034643	0.065743
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.042735	0.010373	0.019685
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.498193	0.120927	0.229485
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.440181	0.106845	0.202762
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	7.567196	1.836790	3.485708
ENSG00000228794	LINC01128	1	+	825138	859446	2.967316	0.720258	1.366847
ENSG00000225880	LINC00115	1	-	826206	827522	12.932802	3.139187	5.957288
ENSG00000187961	KLHL17	1	+	960587	965715	6.007658	1.458242	2.767331
ENSG00000277294	AL645608.1	1	+	965110	965166	19.210526	4.662982	8.849021
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.782916	0.190038	0.360638
ENSG00000187642	PERM1	1	-	975204	982093	1.439252	0.349350	0.662968
ENSG00000187634	SAMD11	1	+	924880	944581	2.535458	0.615433	1.167918
ENSG00000188976	NOC2L	1	-	944204	959309	38.961441	9.457134	17.946962
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	17.065363	4.801656	9.112184
ENSG00000188290	HES4	1	-	998962	1000172	57.471378	13.950062	26.473270
ENSG00000187608	ISG15	1	+	1001138	1014541	24.189030	5.871418	11.142289
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	1.889610	0.458666	0.870419
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	1.284501	0.311788	0.591685
ENSG00000237330	RNF223	1	-	1070966	1074307	0.239222	0.058066	0.110194
