Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.333730	0.072077	0.155900
ENSG00000186092	OR4F5	1	+	69091	70008	0.082244	0.017880	0.038674
ENSG00000268020	OR4G4P	1	+	52473	53312	0.197619	0.042681	0.092316
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.357209	0.077148	0.166868
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.629983	0.136060	0.294292
ENSG00000233750	CICP27	1	+	131025	134836	0.272896	0.058938	0.127481
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	11.323503	3.120515	6.749553
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.585517	0.126456	0.273520
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	21.047926	4.545800	9.832389
ENSG00000223972	DDX11L1	1	+	11869	14409	0.247728	0.053503	0.115724
ENSG00000227232	WASH7P	1	-	14404	29570	40.209587	8.684216	18.783623
ENSG00000278267	MIR6859-3	1	-	17369	17436	74.038864	15.990451	34.586727
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.281587	0.060815	0.131541
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.099638	0.021519	0.046545
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.380858	0.082255	0.177915
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.626857	0.135385	0.292832
ENSG00000275135	FO538757.1	1	+	200880	201017	0.032609	0.007043	0.015233
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.412202	0.089025	0.192557
ENSG00000228463	AP006222.2	1	-	257864	297502	3.009313	0.649933	1.405779
ENSG00000241670	AP006222.1	1	-	258568	259024	4.095328	0.884483	1.913103
ENSG00000279457	FO538757.2	1	-	184923	200322	54.086155	11.681190	25.265963
ENSG00000273874	MIR6859-2	1	-	187891	187958	22.279413	4.811769	10.407670
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.126366	0.027292	0.059031
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.359055	0.077546	0.167730
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.118936	0.025687	0.055560
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.000000	0.000000	0.000000
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.000000	0.000000	0.000000
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	1.287245	0.278011	0.601327
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
