Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.372273	0.074161	0.160718
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.453273	0.090298	0.195688
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.979351	0.195099	0.422807
ENSG00000233750	CICP27	1	+	131025	134836	0.317779	0.063305	0.137192
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	5.836114	1.678944	3.638516
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.857953	0.170915	0.370397
ENSG00000223972	DDX11L1	1	+	11869	14409	0.200955	0.040033	0.086757
ENSG00000227232	WASH7P	1	-	14404	29570	20.475323	4.078936	8.839647
ENSG00000278267	MIR6859-3	1	-	17369	17436	36.578686	9.732038	21.090740
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.366734	0.073058	0.158327
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.108696	0.021654	0.046926
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	12.526633	2.495459	5.408023
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.276092	0.055001	0.119195
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.102163	0.020352	0.044106
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.243477	0.048504	0.105114
ENSG00000275135	FO538757.1	1	+	200880	201017	0.105417	0.021000	0.045511
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	1.019077	0.203013	0.439958
ENSG00000228463	AP006222.2	1	-	257864	297502	2.890119	0.575747	1.247728
ENSG00000241670	AP006222.1	1	-	258568	259024	4.835107	0.963213	2.087422
ENSG00000279457	FO538757.2	1	-	184923	200322	35.373341	7.046804	15.271449
ENSG00000273874	MIR6859-2	1	-	187891	187958	17.300741	3.446521	7.469111
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.430607	0.085782	0.185903
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.237795	0.047372	0.102661
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.316119	0.062975	0.136476
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.049926	0.009946	0.021554
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.238583	0.047529	0.103002
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.561399	0.111838	0.242368
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.060317	0.012016	0.026040
ENSG00000233653	CICP7	1	+	487101	489906	0.162711	0.032414	0.070246
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	6.928858	1.380314	2.991340
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	11.291009	2.249308	4.874577
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.350443	0.069813	0.151294
ENSG00000223181	RNU6-1199P	1	-	758233	758336	0.923077	0.183888	0.398513
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	1.665518	0.331792	0.719041
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.039200	0.007809	0.016924
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	7.166960	1.427747	3.094134
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	2.181531	2.679532	5.806934
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	2.944767	0.586634	1.271321
ENSG00000177757	FAM87B	1	+	817371	819837	1.726759	0.343992	0.745480
ENSG00000230368	FAM41C	1	-	868071	876903	0.267980	0.053385	0.115693
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.000000	0.000000	0.000000
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.367729	0.073256	0.158757
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.029345	0.005846	0.012669
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	10.134393	2.548192	5.522303
ENSG00000228794	LINC01128	1	+	825138	859446	3.946154	0.786122	1.703642
ENSG00000225880	LINC00115	1	-	826206	827522	28.615793	5.700618	12.354068
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.244970	0.048801	0.105759
ENSG00000187642	PERM1	1	-	975204	982093	0.605724	0.120668	0.261504
ENSG00000187961	KLHL17	1	+	960587	965715	13.981443	2.785275	6.036097
ENSG00000277294	AL645608.1	1	+	965110	965166	30.210526	6.018308	13.042549
ENSG00000187634	SAMD11	1	+	924880	944581	8.523635	1.698013	3.679841
ENSG00000188976	NOC2L	1	-	944204	959309	44.421333	8.849276	19.177666
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	6.874497	1.369484	2.967872
ENSG00000188290	HES4	1	-	998962	1000172	85.213326	16.975542	36.788467
ENSG00000187608	ISG15	1	+	1001138	1014541	36.536694	7.278559	15.773694
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	0.000000	0.000000	0.000000
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	1.549894	0.308758	0.669123
ENSG00000217801	RP11-465B22.3	1	+	1059734	1069355	0.745160	0.148445	0.321702
ENSG00000273443	RP11-54O7.18	1	-	1062208	1063288	1.667069	0.332101	0.719710
ENSG00000230021	RP5-857K21.4	1	-	601436	724707	0.277176	0.055217	0.119663
ENSG00000223659	RP5-857K21.5	1	-	627377	629010	0.031588	0.006293	0.013637
ENSG00000225972	MTND1P23	1	+	629062	629433	283.939423	56.564228	122.582893
ENSG00000225630	MTND2P28	1	+	629640	630683	1175.565308	234.187073	507.517395
ENSG00000276171	AC114498.1	1	+	630896	630958	145.357147	28.956930	62.753880
ENSG00000237973	RP5-857K21.6	1	+	631074	632616	273.911835	57.844204	125.356804
ENSG00000278791	MIR6723	1	-	632325	632413	0.000000	0.000000	0.000000
ENSG00000229344	RP5-857K21.7	1	+	632757	633438	21.315983	4.246406	9.202578
ENSG00000240409	MTATP8P1	1	+	633535	633741	84.239128	16.781473	36.367889
ENSG00000248527	MTATP6P1	1	+	633696	634376	1803.186890	359.217010	778.475464
ENSG00000198744	RP5-857K21.11	1	+	634376	634922	124.132713	24.728764	53.590824
ENSG00000268663	WBP1LP6	1	+	674842	675265	0.075708	0.015082	0.032685
ENSG00000273547	OR4F16	1	-	685716	686654	0.241015	0.048013	0.104052
ENSG00000229376	CICP3	1	+	722092	724903	0.993868	0.197991	0.429075
ENSG00000188157	AGRN	1	+	1020123	1056118	32.546806	6.483724	14.051172
ENSG00000242590	RP11-54O7.14	1	+	1055033	1056116	77.473877	15.433748	33.447178
ENSG00000223823	LINC01342	1	+	1137017	1144056	0.000000	0.000000	0.000000
ENSG00000272141	RP11-465B22.8	1	+	1169357	1170343	0.151976	0.030477	0.066049
ENSG00000205231	TTLL10-AS1	1	-	1173056	1179555	0.086070	0.017146	0.037158
ENSG00000162571	TTLL10	1	+	1173884	1197935	0.214356	0.042702	0.092542
ENSG00000186891	TNFRSF18	1	-	1203508	1206691	1.468613	0.292566	0.634033
ENSG00000186827	TNFRSF4	1	-	1211326	1214138	2.449157	0.487902	1.057355
ENSG00000131591	C1orf159	1	-	1081818	1116361	5.606581	1.116900	2.420484
ENSG00000176022	B3GALT6	1	+	1232265	1235041	32.633957	6.501085	14.088797
ENSG00000184163	FAM132A	1	-	1242446	1246722	3.730769	0.743215	1.610655
ENSG00000260179	RP5-902P8.12	1	-	1249777	1251334	1.269897	0.252979	0.548242
ENSG00000078808	SDF4	1	-	1216908	1232031	93.601265	18.646524	40.409725
ENSG00000160087	UBE2J2	1	-	1253909	1273885	35.930389	7.157776	15.511939
ENSG00000230415	RP5-902P8.10	1	+	1275223	1280420	15.734893	3.134584	6.793099
ENSG00000162572	SCNN1D	1	+	1280436	1292029	28.707495	5.718886	12.393657
ENSG00000224051	CPTP	1	+	1324756	1328897	32.614727	6.497255	14.080496
ENSG00000131584	ACAP3	1	-	1292376	1309609	85.898872	17.112112	37.084435
ENSG00000278073	MIR6726	1	-	1296110	1296170	1.491803	5.667810	12.282969
ENSG00000169972	PUSL1	1	+	1308567	1311677	12.411808	2.472585	5.358450
ENSG00000127054	CPSF3L	1	-	1311585	1324691	86.196129	17.171328	37.212765
ENSG00000274153	MIR6727	1	-	1312502	1312566	13.215384	25.873703	56.072075
ENSG00000240731	RP5-890O3.9	1	-	1317581	1318689	108.955956	21.705366	47.038681
ENSG00000169962	TAS1R3	1	+	1331314	1335306	2.627439	0.523418	1.134323
ENSG00000107404	DVL1	1	-	1335276	1349350	176.316986	35.124512	76.119926
ENSG00000275884	MIR6808	1	-	1339650	1339708	2.677966	9.882442	21.416687
ENSG00000223663	RP5-890O3.3	1	+	1378666	1379032	1.441417	0.287691	0.623468
ENSG00000175756	AURKAIP1	1	-	1373730	1375495	87.971931	17.525091	37.979416
ENSG00000162576	MXRA8	1	-	1352689	1361777	651.639648	129.814636	281.327179
ENSG00000224870	RP4-758J18.2	1	+	1399522	1402046	30.891191	6.928841	15.015806
ENSG00000242485	MRPL20	1	-	1401908	1407313	56.197861	11.195305	24.261852
ENSG00000264293	RN7SL657P	1	-	1405460	1405752	26.754267	5.329779	11.550406
ENSG00000272455	RP4-758J18.13	1	+	1409096	1410618	17.789181	4.708126	10.203193
ENSG00000221978	CCNL2	1	-	1385711	1399328	232.762024	46.369057	100.488480
ENSG00000235098	ANKRD65	1	-	1418420	1421769	40.768532	8.121593	17.600672
ENSG00000225905	RP4-758J18.7	1	+	1420245	1422691	10.926335	2.176660	4.717139
ENSG00000205116	TMEM88B	1	+	1426128	1427787	9.953252	1.982810	4.297038
ENSG00000215915	ATAD3C	1	+	1449689	1470158	7.705161	1.534963	3.326488
ENSG00000160072	ATAD3B	1	+	1471769	1497848	33.044514	6.582873	14.266044
ENSG00000205090	TMEM240	1	-	1535174	1540453	15.035507	2.995258	6.491159
ENSG00000225285	RP4-758J18.10	1	-	1430539	1434573	20.389248	4.061789	8.802487
ENSG00000179403	VWA1	1	+	1434861	1442882	297.824097	59.330223	128.577209
ENSG00000197785	ATAD3A	1	+	1512151	1534687	13.807930	2.750710	5.961187
ENSG00000215014	RP5-832C2.5	1	+	1574975	1577075	2.722037	0.542358	1.175369
ENSG00000228594	C1orf233	1	-	1598012	1600096	6.376019	1.270277	2.752875
ENSG00000160075	SSU72	1	-	1541673	1574869	44.796822	8.924078	19.339773
ENSG00000272106	RP11-345P4.9	1	-	1613758	1615795	38.222767	7.614446	16.501612
ENSG00000197530	MIB2	1	+	1615415	1630610	45.501240	9.064406	19.643887
ENSG00000008130	NADK	1	-	1751232	1780457	44.456882	8.856358	19.193014
ENSG00000189409	MMP23B	1	+	1632095	1701810	0.842054	0.167748	0.363533
ENSG00000248333	CDK11B	1	-	1635227	1722818	50.350452	10.030430	21.737398
ENSG00000272004	RP11-345P4.10	1	+	1659325	1662602	1.360000	0.270929	0.587142
ENSG00000189339	SLC35E2B	1	-	1659529	1692728	59.343586	11.821972	25.619930
ENSG00000269737	RP11-345P4.7	1	+	1671990	1673411	14.287974	2.846340	6.168433
ENSG00000269227	RP11-345P4.6	1	+	1673275	1674397	10.273905	2.046688	4.435471
ENSG00000215914	MMP23A	1	+	1699942	1701782	2.672566	0.532408	1.153805
ENSG00000008128	CDK11A	1	-	1702730	1724324	42.957211	8.557605	18.545574
ENSG00000268575	RP1-283E3.8	1	-	1702736	1737688	39.385445	7.846065	17.003563
ENSG00000227775	RP1-283E3.4	1	+	1724512	1737251	13.505322	2.690426	5.830544
ENSG00000215790	SLC35E2	1	-	1724838	1745992	14.070287	2.802974	6.074452
ENSG00000231050	RP1-140A9.1	1	+	1891471	1892658	3.886313	0.774201	1.677807
ENSG00000169885	CALML6	1	+	1914827	1917296	1.765187	0.351647	0.762070
ENSG00000178821	TMEM52	1	-	1917590	1919273	0.960046	0.191253	0.414473
ENSG00000187730	GABRD	1	+	2019324	2030751	0.690353	0.137527	0.298041
ENSG00000142609	CFAP74	1	-	1921951	2003837	0.115137	0.022937	0.049707
ENSG00000067606	PRKCZ	1	+	2050470	2185395	0.046218	0.009207	0.019953
ENSG00000271806	RP5-892K4.1	1	-	2141084	2145279	0.106053	0.028296	0.061322
ENSG00000182873	RP11-181G12.2	1	-	2181794	2184389	6.823529	1.359331	2.945868
ENSG00000162585	C1orf86	1	-	2184461	2212720	16.262537	3.239697	7.020895
ENSG00000234396	RP11-181G12.4	1	+	2212523	2220738	2.285276	0.455255	0.986604
ENSG00000078369	GNB1	1	-	1785285	1891117	162.059921	34.391209	74.530754
ENSG00000116151	MORN1	1	-	2321253	2391707	3.728259	1.194793	2.589291
ENSG00000272161	RP4-713A8.1	1	-	2326201	2326693	1.851927	0.696596	1.509624
ENSG00000269896	RP4-740C4.5	1	-	2350414	2352820	6.002077	1.804330	3.910246
ENSG00000272420	RP4-740C4.7	1	-	2363061	2363628	2.741197	0.546080	1.183435
ENSG00000157933	SKI	1	+	2228695	2310119	13.209332	2.631462	5.702759
ENSG00000272449	RP3-395M20.12	1	+	2546465	2547460	3.218875	0.641440	1.390093
ENSG00000197921	HES5	1	-	2528745	2530245	1.319296	0.262820	0.569569
ENSG00000149527	PLCH2	1	+	2425980	2505530	0.436781	0.087012	0.188568
ENSG00000224387	RP3-395M20.2	1	-	2492300	2493258	0.000000	0.000000	0.000000
ENSG00000229393	RP3-395M20.3	1	-	2493437	2494479	0.000000	0.000000	0.000000
ENSG00000157881	PANK4	1	-	2508533	2526600	15.777404	3.143053	6.811452
ENSG00000157916	RER1	1	+	2391775	2405444	80.291435	15.995042	34.663578
ENSG00000157911	PEX10	1	-	2403964	2413797	66.057007	13.159369	28.518263
ENSG00000228037	RP3-395M20.9	1	+	2581560	2584533	1.963259	0.391105	0.847582
ENSG00000169717	ACTRT2	1	+	3021483	3022903	0.106263	0.021309	0.046180
ENSG00000238164	RP3-395M20.8	1	-	2549920	2557031	4.700505	0.936398	2.029311
ENSG00000157873	TNFRSF14	1	+	2555639	2565382	103.890419	20.696249	44.851780
ENSG00000225931	RP3-395M20.7	1	+	2566410	2569888	1.429067	0.284688	0.616960
ENSG00000157870	FAM213B	1	+	2586491	2591469	67.310478	13.409075	29.059416
ENSG00000142606	MMEL1	1	-	2590639	2632990	0.788237	0.157026	0.340299
ENSG00000237058	RP13-436F16.1	1	+	2632568	2636620	0.243968	0.048601	0.105326
ENSG00000215912	TTC34	1	-	2635976	2801721	4.977797	1.508285	3.268672
ENSG00000272088	RP11-168F9.2	1	+	3487246	3487627	7.748691	1.543635	3.345280
ENSG00000130762	ARHGEF16	1	+	3454426	3481113	65.018684	12.952521	28.069996
ENSG00000238260	RP11-46F15.2	1	-	3623190	3624743	12.347267	2.459728	5.330587
ENSG00000177133	LINC00982	1	-	3059615	3068437	198.275070	79.689713	172.699188
ENSG00000142611	PRDM16	1	+	3069168	3438621	25.964901	5.172527	11.209619
ENSG00000226286	RP1-163G9.2	1	-	3132927	3133709	1.311301	0.261227	0.566117
ENSG00000279839	RP11-193J6.1	1	+	3205988	3208664	0.477400	0.095104	0.206104
ENSG00000272235	RP11-22L13.1	1	-	3306636	3310096	0.087836	0.017498	0.037921
ENSG00000162591	MEGF6	1	-	3489920	3611495	7.811502	1.556147	3.372397
ENSG00000207776	MIR551A	1	-	3560695	3560790	0.000000	0.000000	0.000000
ENSG00000158109	TPRG1L	1	+	3625002	3630127	119.055923	23.717405	51.399059
ENSG00000235169	SMIM1	1	+	3772788	3775982	3.082809	0.614133	1.330917
ENSG00000162592	CCDC27	1	+	3752398	3771645	0.314495	0.062651	0.135774
ENSG00000116213	WRAP73	1	-	3630767	3652761	21.174118	4.218145	9.141333
ENSG00000078900	TP73	1	+	3652520	3736201	0.240101	0.047831	0.103657
ENSG00000227589	RP5-1092A11.5	1	-	3658938	3668772	0.000000	0.000000	0.000000
ENSG00000235131	RP5-1092A11.2	1	-	3712200	3714298	0.000000	0.000000	0.000000
ENSG00000227372	TP73-AS1	1	-	3735601	3747336	47.040024	12.341453	26.745722
ENSG00000276189	TP73-AS1	1	+	3736943	3737103	0.000000	0.000000	0.000000
ENSG00000130764	LRRC47	1	-	3778558	3796504	53.170063	10.592130	22.954687
ENSG00000266075	RN7SL574P	1	+	3782815	3783111	2.356902	0.469524	1.017526
ENSG00000272153	RP1-286D6.5	1	+	3785008	3785538	30.738230	6.123433	13.270370
ENSG00000233304	LINC01346	1	+	3940613	3955262	0.000000	0.000000	0.000000
ENSG00000226374	RP13-614K11.2	1	-	3947149	3948980	0.000000	0.000000	0.000000
ENSG00000236423	LINC01134	1	+	3900372	3917225	0.084933	0.016920	0.036667
ENSG00000232596	RP1-37J18.2	1	+	4571548	4583421	0.000000	0.000000	0.000000
ENSG00000260972	RP1-58B11.1	1	+	5492978	5494674	0.586918	0.117039	0.253640
ENSG00000198912	C1orf174	1	-	3889125	3900293	31.253635	6.226109	13.492882
ENSG00000236948	RP11-154H17.1	1	-	5587368	5668295	0.000000	0.000000	0.000000
ENSG00000196581	AJAP1	1	+	4654732	4792534	1.966458	0.391743	0.848963
ENSG00000264101	MIR4689	1	-	5862672	5862741	1.614286	0.321586	0.696923
ENSG00000116198	CEP104	1	-	3812081	3857214	17.752028	3.536422	7.663941
ENSG00000169598	DFFB	1	+	3857267	3885429	17.271835	3.440762	7.456632
ENSG00000116254	CHD5	1	-	6101793	6180123	0.579879	0.115519	0.250347
ENSG00000131697	NPHP4	1	-	5862811	5992473	5.193314	1.034572	2.242068
ENSG00000266687	AL356261.1	1	-	5893839	5893924	0.000000	0.000000	0.000000
ENSG00000069424	KCNAB2	1	+	5991466	6101193	1.507699	0.300352	0.650907
ENSG00000225077	LINC00337	1	+	6236240	6239444	0.089614	0.017852	0.038688
ENSG00000069812	HES2	1	-	6412418	6424670	0.081561	0.016248	0.035212
ENSG00000158292	GPR153	1	-	6247346	6260975	59.834274	11.919724	25.831774
ENSG00000097021	ACOT7	1	-	6264269	6394391	1.723627	0.343368	0.744128
ENSG00000271746	RP1-202O8.3	1	+	6393555	6394391	2.109916	0.420321	0.910897
ENSG00000116251	RPL22	1	-	6181269	6209389	45.247692	9.013897	19.534424
ENSG00000226944	RP1-120G22.11	1	-	6204840	6205780	2.502645	0.498558	1.080447
ENSG00000158286	RNF207	1	+	6205475	6221299	28.245243	5.626800	12.194093
ENSG00000116237	ICMT	1	-	6221193	6235972	62.807652	12.512056	27.115444
ENSG00000173662	TAS1R1	1	+	6555181	6579757	0.252420	0.050285	0.108975
ENSG00000162408	NOL9	1	-	6521347	6554535	16.712463	3.329328	7.215138
ENSG00000253022	RNU6-731P	1	+	6540854	6540964	0.000000	0.000000	0.000000
