Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.121138	0.033382	0.067743
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.313113	0.086285	0.175099
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.742214	0.204533	0.415060
ENSG00000233750	CICP27	1	+	131025	134836	0.201843	0.055622	0.112875
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	10.828758	4.461884	9.054516
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.614239	0.169267	0.343494
ENSG00000279928	FO538757.3	1	+	182393	184158	1.202066	0.331256	0.672219
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	23.516224	6.480414	13.150726
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.138764	0.038239	0.077600
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.000000	0.000000	0.000000
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.239237	0.065927	0.133786
ENSG00000227232	WASH7P	1	-	14404	29570	24.224207	6.675515	13.546645
ENSG00000278267	MIR6859-3	1	-	17369	17436	50.206615	13.835540	28.076511
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.118103	0.032546	0.066045
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.000000	0.000000	0.000000
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.611376	0.168478	0.341893
ENSG00000228463	AP006222.2	1	-	257864	297502	1.986927	0.547542	1.111128
ENSG00000241670	AP006222.1	1	-	258568	259024	3.505287	0.965959	1.960224
ENSG00000279457	FO538757.2	1	-	184923	200322	34.550297	9.521096	19.321194
ENSG00000273874	MIR6859-2	1	-	187891	187958	21.878681	7.720328	15.666889
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.213579	0.058856	0.119438
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.000000	0.000000	0.000000
