Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.030763	0.008281	0.015203
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.176471	0.047502	0.087214
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.269402	0.072517	0.133142
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.739005	0.198923	0.365226
ENSG00000233750	CICP27	1	+	131025	134836	0.084442	0.022730	0.041732
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	5.774703	1.554412	2.853931
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	6.292584	2.048692	3.761437
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.088851	0.023917	0.043911
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.081731	0.022000	0.040392
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000279928	FO538757.3	1	+	182393	184158	0.107707	0.028992	0.053230
ENSG00000223972	DDX11L1	1	+	11869	14409	0.088239	0.023752	0.043609
ENSG00000227232	WASH7P	1	-	14404	29570	23.769222	6.398108	11.747048
ENSG00000278267	MIR6859-3	1	-	17369	17436	35.676483	9.603259	17.631767
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.051322	0.013815	0.025364
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.068841	0.019018	0.034917
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.609647	0.164102	0.301295
ENSG00000228463	AP006222.2	1	-	257864	297502	0.756011	0.203500	0.373630
ENSG00000241670	AP006222.1	1	-	258568	259024	2.993974	0.805906	1.479660
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.000000	0.000000	0.000000
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.058268	0.015684	0.028797
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.057903	0.015586	0.028616
ENSG00000279457	FO538757.2	1	-	184923	200322	19.933258	5.365558	9.851266
ENSG00000273874	MIR6859-2	1	-	187891	187958	13.916666	3.841132	7.052392
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.232988	0.062715	0.115146
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.000000	0.000000	0.000000
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.190253	0.051212	0.094025
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.034568	0.009305	0.017084
ENSG00000233653	CICP7	1	+	487101	489906	0.073549	0.019798	0.036349
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	1.824687	0.491162	0.901783
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	3.647874	0.981921	1.802825
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.074236	0.019983	0.036688
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	0.649624	0.174863	0.321052
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.027778	0.007477	0.013728
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	2.538856	0.683399	1.254735
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	0.949934	1.313374	2.411379
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	0.747898	0.201316	0.369621
ENSG00000177757	FAM87B	1	+	817371	819837	1.769646	0.476347	0.874581
ENSG00000230368	FAM41C	1	-	868071	876903	0.082259	0.022142	0.040653
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.142722	0.038672	0.071002
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.621083	0.167181	0.306947
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.647059	0.174173	0.319785
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.182844	0.049217	0.090364
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	3.773844	1.015829	1.865081
ENSG00000228794	LINC01128	1	+	825138	859446	3.196558	0.860437	1.579779
ENSG00000225880	LINC00115	1	-	826206	827522	25.940775	6.982638	12.820256
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.836569	0.225184	0.413443
ENSG00000187642	PERM1	1	-	975204	982093	0.450350	0.121223	0.222569
ENSG00000187961	KLHL17	1	+	960587	965715	26.704271	7.188153	13.197586
ENSG00000277294	AL645608.1	1	+	965110	965166	59.192982	15.933340	29.253916
ENSG00000187634	SAMD11	1	+	924880	944581	10.685164	2.876192	5.280742
ENSG00000188976	NOC2L	1	-	944204	959309	42.166168	11.350127	20.839050
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	4.325903	1.164430	2.137916
ENSG00000188290	HES4	1	-	998962	1000172	37.752235	10.162002	18.657629
ENSG00000187608	ISG15	1	+	1001138	1014541	30.925129	8.324307	15.283587
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	2.077922	0.559327	1.026935
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	1.579618	0.425195	0.780667
ENSG00000217801	RP11-465B22.3	1	+	1059734	1069355	0.807115	0.217256	0.398886
ENSG00000273443	RP11-54O7.18	1	-	1062208	1063288	0.366707	0.098709	0.181231
ENSG00000223823	LINC01342	1	+	1137017	1144056	0.000000	0.000000	0.000000
ENSG00000198976	MIR429	1	+	1169005	1169087	0.662651	0.181613	0.333445
ENSG00000272141	RP11-465B22.8	1	+	1169357	1170343	0.306991	0.082907	0.152219
ENSG00000188157	AGRN	1	+	1020123	1056118	26.650719	7.173738	13.171120
ENSG00000242590	RP11-54O7.14	1	+	1055033	1056116	70.490051	18.974243	34.837067
ENSG00000131591	C1orf159	1	-	1081818	1116361	3.214483	0.865262	1.588638
