Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000237613	FAM138A	1	-	34554	36081	0.262852	0.060372	0.125903
ENSG00000238009	RP11-34P13.7	1	-	89295	133723	0.366108	0.084087	0.175361
ENSG00000239945	RP11-34P13.8	1	-	89551	91105	0.915668	0.210310	0.438593
ENSG00000233750	CICP27	1	+	131025	134836	0.202361	0.046478	0.096928
ENSG00000268903	RP11-34P13.15	1	-	135141	135895	2.719324	0.624572	1.302519
ENSG00000239906	RP11-34P13.14	1	-	139790	140339	0.572809	0.131562	0.274368
ENSG00000279928	FO538757.3	1	+	182393	184158	1.527275	0.350783	0.731544
ENSG00000269981	RP11-34P13.16	1	-	137682	137965	10.225358	2.348551	4.897808
ENSG00000241860	RP11-34P13.13	1	-	141474	173862	0.169582	0.038949	0.081227
ENSG00000222623	RNU6-1100P	1	-	157784	157887	0.121795	0.027974	0.058338
ENSG00000241599	RP11-34P13.9	1	+	160446	161525	0.000000	0.000000	0.000000
ENSG00000223972	DDX11L1	1	+	11869	14409	0.271360	0.062326	0.129978
ENSG00000227232	WASH7P	1	-	14404	29570	36.620274	8.410913	17.540613
ENSG00000278267	MIR6859-3	1	-	17369	17436	51.168373	11.752308	24.508955
ENSG00000243485	RP11-34P13.3	1	+	29554	31109	0.277816	0.063809	0.133070
ENSG00000274890	MIR1302-9	1	+	30366	30503	0.201449	0.046269	0.096491
ENSG00000275135	FO538757.1	1	+	200880	201017	0.199275	0.045769	0.095450
ENSG00000236679	RP4-669L17.1	1	-	347982	348366	0.710759	0.163247	0.340444
ENSG00000228463	AP006222.2	1	-	257864	297502	1.522405	0.349665	0.729211
ENSG00000241670	AP006222.1	1	-	258568	259024	2.689337	0.617685	1.288156
ENSG00000279457	FO538757.2	1	-	184923	200322	43.662510	10.028367	20.913748
ENSG00000273874	MIR6859-2	1	-	187891	187958	28.124012	7.855104	16.381498
ENSG00000231709	RP5-857K21.1	1	-	585989	588453	0.204784	0.047035	0.098089
ENSG00000235146	RP5-857K21.2	1	+	587629	594768	0.239370	0.054978	0.114655
ENSG00000239664	RP5-857K21.3	1	-	594453	597498	0.048044	0.011035	0.023012
ENSG00000236743	RP5-857K21.15	1	-	357383	359681	0.000370	0.000085	0.000177
ENSG00000236601	RP4-669L17.2	1	+	358857	365704	0.099737	0.022908	0.047773
ENSG00000237094	RP4-669L17.10	1	-	365389	501617	0.778812	0.178877	0.373040
ENSG00000269732	WBP1LP7	1	+	439870	440232	0.000000	0.000000	0.000000
ENSG00000278566	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
ENSG00000224813	RP4-669L17.4	1	-	485032	485211	0.140741	0.032325	0.067413
ENSG00000233653	CICP7	1	+	487101	489906	0.088784	0.020392	0.042526
ENSG00000250575	RP4-669L17.8	1	-	491225	493241	10.877895	2.498426	5.210364
ENSG00000224956	RP11-206L10.1	1	-	726231	728147	12.720259	2.921578	6.092831
ENSG00000235373	RP11-206L10.3	1	-	741813	750016	0.393611	0.090404	0.188534
ENSG00000240618	RP11-206L10.5	1	-	759032	764925	2.828055	0.649545	1.354600
ENSG00000229905	RP11-206L10.4	1	+	760911	761989	0.000000	0.000000	0.000000
ENSG00000228327	RP11-206L10.2	1	-	764857	778626	4.724129	1.085034	2.262794
ENSG00000237491	RP11-206L10.9	1	+	778770	810060	1.999964	3.486438	7.270823
ENSG00000230092	RP11-206L10.8	1	-	800879	817712	1.872898	0.430166	0.897093
ENSG00000177757	FAM87B	1	+	817371	819837	1.511556	0.347173	0.724015
ENSG00000230368	FAM41C	1	-	868071	876903	0.093276	0.021424	0.044678
ENSG00000234711	TUBB8P11	1	+	873292	874349	0.000000	0.000000	0.000000
ENSG00000272438	RP11-54O7.16	1	+	904834	915976	0.213675	0.049077	0.102347
ENSG00000230699	RP11-54O7.1	1	+	911435	914948	0.142622	0.032757	0.068314
ENSG00000241180	RP11-54O7.2	1	+	914171	914971	0.530474	0.121839	0.254090
ENSG00000223764	RP11-54O7.3	1	-	916865	921016	10.682322	2.453507	5.116687
ENSG00000228794	LINC01128	1	+	825138	859446	3.302374	0.758486	1.581792
ENSG00000225880	LINC00115	1	-	826206	827522	31.937536	7.335385	15.297645
ENSG00000187583	PLEKHN1	1	+	966497	975865	0.369926	0.084964	0.177190
ENSG00000187642	PERM1	1	-	975204	982093	0.915304	0.210226	0.438418
ENSG00000187961	KLHL17	1	+	960587	965715	10.974816	2.520686	5.256788
ENSG00000277294	AL645608.1	1	+	965110	965166	29.842106	6.854109	14.293962
ENSG00000187634	SAMD11	1	+	924880	944581	7.462733	1.714034	3.574548
ENSG00000188976	NOC2L	1	-	944204	959309	44.231464	10.159044	21.186270
ENSG00000187608	ISG15	1	+	1001138	1014541	27.236471	6.255649	13.045899
ENSG00000231702	RP11-54O7.10	1	-	1008076	1008229	1.000000	0.229679	0.478986
ENSG00000224969	RP11-54O7.11	1	-	1011997	1013193	0.774947	0.177989	0.371189
ENSG00000272512	RP11-54O7.17	1	-	995966	998051	13.194721	3.030552	6.320092
ENSG00000188290	HES4	1	-	998962	1000172	57.815742	13.279070	27.692955
ENSG00000217801	RP11-465B22.3	1	+	1059734	1069355	1.592691	0.365808	0.762877
ENSG00000273443	RP11-54O7.18	1	-	1062208	1063288	1.317250	0.302545	0.630945
ENSG00000188157	AGRN	1	+	1020123	1056118	21.790174	5.004748	10.437197
ENSG00000242590	RP11-54O7.14	1	+	1055033	1056116	53.878109	12.374678	25.806881
ENSG00000272141	RP11-465B22.8	1	+	1169357	1170343	0.405268	0.093314	0.194604
ENSG00000186891	TNFRSF18	1	-	1203508	1206691	0.835037	0.191791	0.399971
ENSG00000205231	TTLL10-AS1	1	-	1173056	1179555	0.013024	0.002991	0.006238
ENSG00000162571	TTLL10	1	+	1173884	1197935	0.122431	0.028120	0.058643
ENSG00000186827	TNFRSF4	1	-	1211326	1214138	2.102266	0.482847	1.006957
ENSG00000131591	C1orf159	1	-	1081818	1116361	5.588710	1.283610	2.676916
ENSG00000176022	B3GALT6	1	+	1232265	1235041	24.155563	5.548029	11.570187
ENSG00000078808	SDF4	1	-	1216908	1232031	68.610298	15.758354	32.863400
ENSG00000184163	FAM132A	1	-	1242446	1246722	3.622352	0.831979	1.735057
ENSG00000260179	RP5-902P8.12	1	-	1249777	1251334	2.471759	0.567711	1.183939
ENSG00000160087	UBE2J2	1	-	1253909	1273885	30.260345	6.950170	14.494294
ENSG00000230415	RP5-902P8.10	1	+	1275223	1280420	13.887589	3.189689	6.651966
ENSG00000162572	SCNN1D	1	+	1280436	1292029	27.150940	6.236004	13.004931
ENSG00000230021	RP5-857K21.4	1	-	601436	724707	0.320935	0.073712	0.153723
ENSG00000223659	RP5-857K21.5	1	-	627377	629010	0.000000	0.000000	0.000000
ENSG00000225972	MTND1P23	1	+	629062	629433	427.513428	98.190918	204.773132
ENSG00000225630	MTND2P28	1	+	629640	630683	1383.456787	327.547272	683.086365
ENSG00000276171	AC114498.1	1	+	630896	630958	502.304565	115.368881	240.597061
ENSG00000237973	RP5-857K21.6	1	+	631074	632616	513.128418	122.505348	255.479858
ENSG00000278791	MIR6723	1	-	632325	632413	0.000000	0.000000	0.000000
ENSG00000229344	RP5-857K21.7	1	+	632757	633438	31.939882	7.335925	15.298769
ENSG00000240409	MTATP8P1	1	+	633535	633741	93.231888	21.413418	44.656803
ENSG00000248527	MTATP6P1	1	+	633696	634376	2103.449219	483.118469	1007.523682
ENSG00000198744	RP5-857K21.11	1	+	634376	634922	169.858932	39.013050	81.360115
ENSG00000268663	WBP1LP6	1	+	674842	675265	0.000000	0.000000	0.000000
ENSG00000273547	OR4F16	1	-	685716	686654	0.000000	0.000000	0.000000
ENSG00000229376	CICP3	1	+	722092	724903	0.374230	0.085953	0.179251
ENSG00000224051	CPTP	1	+	1324756	1328897	24.790174	5.693786	11.874156
ENSG00000131584	ACAP3	1	-	1292376	1309609	52.967102	12.165438	25.370522
ENSG00000278073	MIR6726	1	-	1296110	1296170	0.836066	4.676116	9.751849
ENSG00000169972	PUSL1	1	+	1308567	1311677	9.305823	2.137353	4.457363
ENSG00000127054	CPSF3L	1	-	1311585	1324691	78.223305	17.966261	37.467899
ENSG00000274153	MIR6727	1	-	1312502	1312566	15.815385	3.632464	7.575354
ENSG00000240731	RP5-890O3.9	1	-	1317581	1318689	98.935234	22.723358	47.388630
ENSG00000169962	TAS1R3	1	+	1331314	1335306	2.732595	0.627620	1.308876
ENSG00000107404	DVL1	1	-	1335276	1349350	137.767929	31.642418	65.988968
ENSG00000275884	MIR6808	1	-	1339650	1339708	8.093221	9.247827	19.285963
ENSG00000223663	RP5-890O3.3	1	+	1378666	1379032	0.970027	0.222795	0.464630
ENSG00000175756	AURKAIP1	1	-	1373730	1375495	67.920197	15.599852	32.532852
ENSG00000162576	MXRA8	1	-	1352689	1361777	426.250549	97.900856	204.168228
